artists,genres
Taylor Dayne,"['freestyle', 'hi-nrg', 'new wave pop', 'soft rock']"
Taylor Hawkins,['rock drums']
Taylor Louderman,"['broadway', 'show tunes']"
Taylor Momsen,[]
Taylor Ray Holbrook,"['contemporary country', 'redneck']"
Taylor Swift,"['dance pop', 'pop', 'pop dance', 'post-teen pop']"
Taysa Ferreira,[]
Tchaikovsky Chamber Orchestra,['chamber orchestra']
Tchami,"['bass house', 'deep groove house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive house']"
"Tcherawata player from Gura Valley, Eritrea",[]
TeZATalks,"['indie electropop', 'indie poptimism']"
Tea Leaf Green,"['bay area indie', 'jam band', 'progressive bluegrass']"
Teal Joy,[]
Team Sleep,"['alternative metal', 'nu metal', 'sacramento indie']"
Tear Da Club Up Thugs,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'trap']"
Tears For Fears,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
Tech N9ne,"['hip hop', 'kansas city hip hop', 'pop rap', 'rap']"
Tech N9ne Collabos,"['country rap', 'kansas city hip hop', 'rap rock']"
Technotronic,"['eurodance', 'europop', 'hip house', 'new beat']"
Ted Elliot,[]
Ted Greene,['jazz guitar']
Ted Hawkins,"['folk', 'soul blues', 'traditional folk']"
Ted Heath,"['big band', 'easy listening', 'space age pop', 'swing']"
Ted Lewis,"['big band', 'dixieland', 'jazz clarinet', 'vintage jazz']"
Ted Nash,[]
Ted Neeley,[]
Ted Nugent,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']"
Ted Poley,[]
Ted Ross,[]
Ted Simons,[]
Ted Taylor,"['classic soul', 'southern soul']"
Ted Weems & His Orchestra,[]
Tedashii,"['ccm', 'christian hip hop', 'christian trap']"
Teddi King,[]
Teddy Buckner,['jazz trumpet']
Teddy Hill & His Orchestra,[]
Teddy Hyde,['modern indie pop']
Teddy Penderazdoun,[]
Teddy Pendergrass,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']"
Teddy Pendergrass Duet with Whitney Houston,[]
Teddy Petersens Koncertorkester og kor,[]
Teddy Reig,[]
Teddy Riley,['new jack swing']
Teddy Stewart Orchestra,[]
Teddy Verseti,[]
Teddy Wilson,"['big band', 'cool jazz', 'jazz piano', 'stride', 'swing', 'vocal jazz']"
Teddy Wilson & His All-Stars,[]
TeddyLoid,"['anime score', 'otacore']"
Teddybears,"['electronic rock', 'swedish alternative rock', 'swedish electropop']"
Tedeschi Trucks Band,"['blues rock', 'double drumming', 'electric blues', 'folk rock', 'funk', 'jam band', 'mellow gold', 'modern blues', 'modern blues rock', 'new americana', 'rock', 'roots rock']"
Tee Grizzley,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
TeeFLii,['west coast trap']
Teedra Moses,"['alternative r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Teen Beach Movie Cast,[]
Teen Idles,"['dc hardcore', 'hardcore punk', 'punk', 'straight edge', 'thrash core']"
Teen Suicide,"['indie garage rock', 'lo-fi emo', 'lo-fi indie']"
Teena Marie,"['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
Teenage Bottlerocket,"['melodic hardcore', 'orgcore', 'power-pop punk', 'punk', 'skate punk', 'wyoming indie']"
Teenage Fanclub,"['alternative pop', 'alternative rock', 'gbvfi', 'indie rock', 'jangle pop', 'modern power pop', 'new wave', 'power pop', 'scottish indie', 'shoegaze']"
Teenage Head,"['canadian punk', 'classic canadian rock']"
Teenage Mutant Ninja Turtles,['cartoon']
Teflon,['trap soul']
Tegan and Sara,"['canadian indie', 'indie pop', 'indie poptimism', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
Tego,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Tego Calderon,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Tei Shi,"['alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'gauze pop', 'indie soul', 'pop', 'shimmer psych', 'vapor pop', 'vapor soul']"
Teiko Maehashi,[]
Teitur,['faroese pop']
Tekitha,['wu fam']
Tekno,[]
Teknofobia,[]
Teknova,['melbourne bounce international']
Tela,"['dirty south rap', 'dirty texas rap', 'gangster rap', 'memphis hip hop', 'southern hip hop']"
Tele Music,[]
Television,[]
Television Personalities,"['c86', 'experimental', 'experimental rock', 'gbvfi', 'lo-fi', 'post-punk', 'tape club', 'uk post-punk']"
Telliyavaram Mahadevan Ponnambalam Mahadevan,[]
Teminite,"['edm', 'gaming edm']"
Temple Of The Dog,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'rock', 'supergroup']"
Temple One,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
Tempo,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']"
Ten City,"['chicago house', 'deep house', 'hip house', 'vocal house']"
Ten Feet,"['hawaiian', 'jawaiian']"
Ten Nararak,[]
Ten Sharp,[]
Ten Years After,"['album rock', 'art rock', 'blues', 'blues rock', 'british blues', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']"
Tenacious D,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'rock']"
Tennessee Ernie Ford,"['bluegrass gospel', 'country boogie', 'country gospel', 'yodeling']"
Tennessee Three,[]
Tennis,"['art pop', 'chillwave', 'denver indie', 'indie pop', 'indie rock', 'indie surf', 'shimmer pop']"
Tenor Fly,[]
Tenor Saw,"['deep ragga', 'dub', 'lovers rock', 'old school dancehall', 'reggae', 'roots reggae']"
Tenorio Jr.,"['brazilian jazz', 'samba-jazz']"
Tension,"['instrumental rock', 'jazz metal', 'neo classical metal', 'progressive metal', 'shred']"
Tenth Avenue North,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian rock', 'world worship', 'worship']"
Teo Macero And His Orchestra,[]
Teodor Currentzis,['classical performance']
Teodoro Cottrau,[]
Teodoro Reyes,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'merengue', 'tropical']"
Teqkoi,"['emo rap', 'lo-fi chill']"
Tequila,[]
Tercer Cielo,"['latin christian', 'latin worship', 'mariachi cristiano']"
Terence Blanchard,"['contemporary post-bop', 'jazz trumpet', 'new orleans jazz']"
Terence Trent D'Arby,"['dance rock', 'new romantic', 'new wave', 'new wave pop']"
Teresa Berganza,"['classical mezzo-soprano', 'opera', 'spanish classical']"
Teresa Brewer,"['adult standards', 'deep adult standards']"
Teresa Bright,['hawaiian']
Teresa Stich-Randall,[]
Teresa Teng,"['c-pop', 'classic cantopop', 'classic mandopop', 'kayokyoku']"
Teri DeSario,[]
Teri Ralston,[]
Teriyaki Boyz,[]
Terje Mikkelsen,[]
Terje Rypdal,"['contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz fusion', 'jazz guitar', 'norwegian contemporary jazz', 'norwegian experimental', 'norwegian jazz', 'swedish jazz']"
Termanology,"['alternative hip hop', 'boom bap', 'boston hip hop', 'underground rap']"
Terrance Simien,['zydeco']
Terrance Zdunich,['steampunk']
Terrence Mann,"['broadway', 'hollywood', 'show tunes']"
Terri Clark,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country dawn', 'country road']"
Terri Gibbs,['classic country pop']
Terror Fabulous,"['dancehall', 'deep ragga', 'lovers rock', 'old school dancehall']"
Terror Reid,"['dark trap', 'underground hip hop']"
Terror Squad,"['bronx hip hop', 'hardcore hip hop']"
Terrorizer,"['brutal death metal', 'crust punk', 'death metal', 'deathgrind', 'grindcore', 'thrash core']"
Terry Allen,"['alternative country', 'cosmic american', 'country rock', 'folk', 'new americana', 'roots rock', 'texas country', 'traditional folk']"
Terry Callier,['soul']
Terry Davies,[]
Terry Dexter,[]
Terry Ellis,[]
Terry Gilkyson,['movie tunes']
Terry Jacks,['classic uk pop']
Terry Manning,[]
Terry Reid,"['british folk', 'folk rock']"
Terry Riley,"['american contemporary classical', 'avant-garde', 'compositional ambient', 'contemporary classical', 'drone', 'experimental', 'fourth world', 'free improvisation', 'free jazz', 'microtonal', 'minimalism', 'tzadik']"
Terry Rossio,[]
Terry Shand,[]
Terry Stafford,"['brill building pop', 'oklahoma country']"
Tery Bina,[]
Terzacorda,[]
Tesla,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock', 'sacramento indie']"
Tess Gardella,[]
Tessa Violet,['indie pop']
Testament,"['alternative metal', 'death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
Tetrium,[]
Tevin Campbell,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Tewkesbury Abbey Choir,['british choir']
Tex Beneke,"['big band', 'jazz saxophone', 'swing']"
Tex Beneke And His Orchestra,[]
Tex Tex,"['country', 'country road', 'country rock']"
Tex Williams,"['cowboy western', 'western swing']"
Texas,"['country', 'country road', 'country rock']"
Texas Hippie Coalition,"['alternative metal', 'nu metal', 'southern metal']"
Texas Playboys,"['bakersfield sound', 'traditional country', 'traditional folk', 'western swing']"
Texas Tornados,['texas country']
Texas Two Year College All State Choir,['american choir']
Teyana Taylor,"['alternative r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']"
Tez Cadey,"['deep tropical house', 'new french touch', 'tropical house']"
Tezza,['contemporary country']
Th' Dudes,"['calgary indie', 'canadian indie']"
Th. Agapitos,[]
Tha Alkaholiks,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']"
Tha Dogg Pound,"['dirty south rap', 'g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hyphy', 'rap', 'southern hip hop', 'west coast rap', 'west coast trap']"
Tha Eastsidaz,"['g funk', 'gangster rap', 'west coast rap', 'west coast trap']"
Tha Joker,"['pop rap', 'southern hip hop', 'trap']"
Tha Trademarc,[]
Tha' Rayne,[]
Thad Fiscella,"['calming instrumental', 'christian relaxative', 'classify', 'neo-classical', 'new age', 'new age piano']"
Thad Jones,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz trumpet', 'soul jazz']"
Thad Jones-Mel Lewis Jazz Orchestra,[]
Thalia,"['dance pop', 'latin', 'latin pop', 'mexican pop']"
Tham Sway,[]
Thanasis Eugenikos,[]
Thanasis Kavourakis,[]
Thanasis Varsamas,[]
That Handsome Devil,"['comic', 'steampunk']"
That Poppy,[]
Thayne Jasperson,"['hollywood', 'show tunes']"
The 1937 Flood,"['jug band', 'string band']"
The 1975,"['modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']"
The 2 Inversions,"['background music', 'focus']"
The 5 Heartbeats,[]
The 5.6.7.8's,"['japanese garage rock', 'japanese rockabilly', 'surf music']"
The 5th Dimension,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']"
The 69 Eyes,"['finnish hard rock', 'gothic metal']"
The 6ths,"['c86', 'e6fi', 'tape club', 'twee pop']"
The 88,['la indie']
The AARC Mass Choir,[]
The Abyssinians,"['dub', 'reggae', 'rock steady', 'roots reggae', 'ska']"
The Acacia Strain,"['deathcore', 'djent', 'melodic metalcore', 'metalcore']"
The Academy Is...,"['emo', 'neon pop punk', 'pop emo', 'pop punk']"
The Aces,"['electropop', 'indie pop', 'indie poptimism', 'pop', 'uk pop', 'vapor soul']"
The Action,"['british blues', 'classic garage rock', 'freakbeat', 'psychedelic rock']"
The Adicts,"['hardcore punk', 'oi', 'punk', 'uk82']"
The Adventures,['comedy rap']
The Adventures Of Stevie V,['hip house']
The Adverts,"['post-punk', 'pub rock', 'punk', 'uk post-punk']"
The Afghan Whigs,"['alternative pop', 'alternative rock', 'gbvfi', 'permanent wave']"
The Afters,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian rock', 'world worship', 'worship']"
The Aggrovators,"['dub', 'reggae', 'rock steady', 'roots reggae']"
The Airborne Toxic Event,"['indie pop', 'indie rock', 'la indie', 'metropopolis', 'modern alternative rock', 'modern rock', 'stomp and holler']"
The Al Cohn - Zoot Sims Quintet,[]
The Alan Parsons Project,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
The Alarm,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'welsh rock']"
The Album Leaf,"['american post-rock', 'compositional ambient', 'post-rock']"
The Alchemist,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'underground hip hop', 'west coast rap']"
The All Star Jam Band,[]
The All-American Rejects,"['modern rock', 'neo mellow', 'pop punk', 'pop rock']"
The All-Star Orchestra,[]
The Allstars,"['funk', 'instrumental funk', 'jam band', 'modern funk']"
The Almanac Singers,"['american folk revival', 'traditional folk']"
The Almost,"['christian alternative rock', 'christian rock', 'dreamo', 'pop punk', 'post-hardcore', 'screamo']"
The Alpinist,[]
The Amboina Serenaders,[]
The Amboy Dukes,"['blues rock', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
The American Dollar,"['american post-rock', 'compositional ambient', 'focus', 'post-rock']"
The American Idiot Broadway Company,[]
The American String Project,[]
The Ames Brothers,"['adult standards', 'deep adult standards', 'vocal harmony group']"
The Amigos,[]
The Amity Affliction,"['australian metalcore', 'melodic metalcore', 'metalcore', 'screamo']"
The Amps,"['alternative pop', 'alternative rock', 'gbvfi', 'lo-fi', 'riot grrrl']"
The Andrews Sisters,"['adult standards', 'lounge', 'swing', 'torch song', 'vocal harmony group', 'vocal jazz']"
The Angelic Choir,['papuri']
The Angels,"['blues rock', 'chamber psych', 'garage rock', 'modern blues rock', 'neo-psychedelic', 'nu gaze', 'punk blues']"
The Animals,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'protopunk', 'psychedelic rock', 'rock']"
The Animatronics,[]
The Antlers,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']"
The Apache Relay,"['lo star', 'modern folk rock']"
The Apples In Stereo,"['alternative rock', 'athens indie', 'denver indie', 'e6fi', 'gbvfi', 'lo-fi']"
The Aquabats!,"['comic', 'modern ska punk', 'punk', 'ska', 'ska punk']"
The Aquatones,['doo-wop']
The Archies,"['brill building pop', 'bubblegum pop', 'classic canadian rock', 'folk rock', 'rock-and-roll']"
The Arcs,"['double drumming', 'funk', 'garage rock', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']"
The Art Of Noise,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
The Associates,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'scottish new wave', 'synthpop', 'uk post-punk']"
The Association,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']"
The Astronauts,"['djent', 'instrumental progressive metal', 'thall']"
The Ataris,"['emo', 'pop punk', 'punk', 'screamo', 'skate punk']"
The Atomic Fireballs,"['swing', 'swing revival']"
The Attila,[]
The Audition,"['chicago punk', 'neon pop punk', 'pop emo', 'pop punk', 'screamo']"
The Avains,[]
The Avalanches,"['alternative dance', 'australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'new rave', 'psychedelic hip hop']"
The Avett Brothers,"['indie folk', 'new americana', 'north carolina indie', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']"
The Ayida Group,['haitian traditional']
The B-52's,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']"
The BBC Dance Orchestra,['british dance band']
The Baba Brooks Band,[]
The Babys,"['album rock', 'bubblegum pop', 'classic rock', 'hard rock', 'mellow gold', 'soft rock']"
The Bach Choir,['british choir']
The Backseat Lovers,"['indie pop', 'modern rock', 'slc indie']"
The Backyardigans,"['cartoon', ""children's music""]"
The Bad Plus,"['art rock', 'permanent wave', 'rock']"
The Balfa Brothers,['zydeco']
The Ballroom Thieves,"['boston folk', 'deep new americana', 'folk-pop', 'indie folk', 'indiecoustica', 'new americana', 'new england americana', 'stomp and holler']"
The Band,"['hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']"
The Band CAMINO,"['hopebeat', 'indie cafe pop', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']"
The Band Of Heathens,"['alternative country', 'austin americana', 'modern southern rock', 'new americana', 'roots americana', 'roots rock', 'texas country']"
The Band Perry,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
The Bangles,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'pop rock', 'rock', 'soft rock']"
The Bankers,[]
The Baoule,[]
The Bar-Kays,"['classic soul', 'disco', 'electro', 'funk', 'memphis soul', 'motown', 'popping', 'post-disco', 'soul', 'southern soul']"
The Barbarians,"['classic garage rock', 'freakbeat', 'protopunk']"
The Barden Bellas,"['a cappella', 'hollywood', 'post-teen pop']"
The Barr Brothers,"['canadian americana', 'canadian indie', 'deep new americana', 'indie folk', 'new americana', 'stomp and holler']"
The Barry Sisters,['klezmer']
The Bastard Suns,['celtic punk']
The Bats,"['c86', 'christchurch indie', 'dunedin sound', 'garage psych', 'gbvfi', 'lo-fi', 'nz indie']"
The Bay City Jazz Band,[]
The Be Good Tanyas,"['alternative country', 'canadian americana', 'folk', 'vancouver indie']"
The Beach Boys,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
The BeachBums,[]
The Beat,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
The Beat Farmers,"['cowpunk', 'pub rock', 'roots rock']"
The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
The Beatnuts,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'turntablism']"
The Beau Brummels,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic uk pop', 'country rock', 'folk rock', 'freakbeat', 'merseybeat', 'psychedelic rock']"
The Beautiful Girls,"['australian reggae fusion', 'reggae rock']"
The Beautiful South,"['britpop', 'dance rock', 'melancholia', 'new wave pop', 'sophisti-pop']"
The Bees,"['acid rock', 'british indie rock', 'britpop', 'isle of wight indie']"
The Belairs,['surf music']
The Bell Ringers,[]
The Bellamy Brothers,"['country', 'country rock']"
The Belle Stars,['new wave pop']
The Bellecats,[]
The Belmonts,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']"
The Belonging Co,"['anthem worship', 'ccm', 'christian pop', 'world worship']"
The Beloved,"['dance rock', 'hip house', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
The Ben Taylor Band,[]
The Ben Webster Quintet,[]
The Benjamin Wright Orchestra,[]
The Beta Band,"['alternative rock', 'britpop', 'indie rock', 'scottish indie']"
The Beu Sisters,[]
The Big Aces,[]
The Big Bopper,"['doo-wop', 'rock-and-roll', 'rockabilly']"
